,circle_x,circle_y,circle_radius,click_x,click_y,time_clicked,click_distance_from_circle_center,click_success,computer_no,dpi_setting,experiment_id
0,618,316,71,623,323,0.6311366558074951,8.602325267042627,True,1,1,comp1_1650582572
1,489,117,81,503,122,1.388523817062378,14.866068747318506,True,1,1,comp1_1650582572
2,271,120,69,285,125,1.9139857292175293,14.866068747318506,True,1,1,comp1_1650582572
3,600,207,19,152,353,2.453660726547241,471.1899829155964,False,1,1,comp1_1650582572
4,679,462,15,86,402,2.836568832397461,596.0276839208058,False,1,1,comp1_1650582572
5,372,263,51,86,402,3.2314085960388184,317.98899352021607,False,1,1,comp1_1650582572
